timestamp_min,service,latency_ms,request_volume,error_rate_pct
360,notifications-service,810.9,734,18.55
0,shipping-service,85.4,501,0.28
3,shipping-service,86.5,473,0.19
6,shipping-service,92.8,508,0.27
9,shipping-service,83.5,522,0.33
12,shipping-service,83.2,488,0.3
15,shipping-service,87.6,522,0.3
18,shipping-service,85.3,446,0.3
21,shipping-service,83.3,501,0.25
24,shipping-service,83.7,497,0.34
27,shipping-service,75.0,510,0.26
30,shipping-service,88.2,513,0.27
33,shipping-service,81.2,478,0.26
36,shipping-service,84.2,487,0.28
39,shipping-service,88.3,478,0.38
42,shipping-service,71.6,473,0.3
45,shipping-service,87.1,450,0.27
48,shipping-service,80.5,513,0.15
51,shipping-service,89.7,498,0.31
54,shipping-service,82.4,500,0.27
57,shipping-service,87.5,501,0.27
60,shipping-service,87.1,497,0.28
63,shipping-service,77.1,482,0.27
66,shipping-service,83.8,499,0.26
69,shipping-service,91.8,463,0.4
72,shipping-service,78.9,499,0.25
75,shipping-service,94.7,492,0.29
78,shipping-service,88.1,465,0.26
81,shipping-service,82.1,517,0.27
84,shipping-service,89.3,505,0.26
87,shipping-service,83.2,504,0.31
90,shipping-service,83.0,482,0.39
93,shipping-service,78.6,550,0.32
96,shipping-service,81.4,516,0.3
99,shipping-service,113.6,455,0.26
102,shipping-service,75.2,478,0.32
105,shipping-service,58.8,503,0.31
108,shipping-service,73.9,487,0.43
111,shipping-service,109.2,513,0.5
114,shipping-service,127.6,487,0.7
117,shipping-service,165.6,477,0.76
120,shipping-service,127.4,472,0.99
123,shipping-service,162.1,434,1.11
126,shipping-service,144.6,477,1.21
129,shipping-service,105.4,456,1.52
132,shipping-service,216.4,459,1.67
135,shipping-service,196.6,471,1.82
138,shipping-service,193.1,503,2.14
141,shipping-service,219.2,437,2.49
144,shipping-service,219.2,431,2.65
147,shipping-service,277.1,437,2.95
150,shipping-service,319.2,452,3.22
153,shipping-service,293.5,461,3.72
156,shipping-service,272.1,486,4.07
159,shipping-service,310.5,460,4.29
162,shipping-service,308.0,477,4.68
165,shipping-service,296.1,415,5.1
168,shipping-service,364.3,446,5.42
171,shipping-service,416.0,415,5.89
174,shipping-service,383.3,406,6.32
177,shipping-service,384.2,454,6.72
180,shipping-service,419.9,411,7.07
183,shipping-service,429.2,456,7.58
186,shipping-service,412.2,426,8.11
189,shipping-service,454.6,417,8.73
192,shipping-service,495.2,429,9.07
195,shipping-service,534.5,406,9.57
198,shipping-service,561.3,386,10.13
201,shipping-service,559.9,392,10.66
204,shipping-service,560.6,402,11.14
207,shipping-service,557.6,414,11.76
210,shipping-service,609.2,352,12.3
213,shipping-service,699.0,386,12.8
216,shipping-service,626.2,385,13.52
219,shipping-service,641.5,375,14.08
222,shipping-service,721.0,396,14.74
225,shipping-service,701.1,390,15.4
228,shipping-service,761.3,402,16.07
231,shipping-service,766.4,408,16.68
234,shipping-service,806.9,388,17.4
237,shipping-service,780.8,358,18.05
240,shipping-service,834.0,377,18.27
243,shipping-service,823.5,353,18.35
246,shipping-service,808.4,367,18.28
249,shipping-service,770.6,337,18.31
252,shipping-service,790.8,393,18.37
255,shipping-service,829.1,353,18.33
258,shipping-service,867.5,354,18.33
261,shipping-service,837.4,358,18.3
264,shipping-service,866.1,397,18.24
267,shipping-service,789.2,392,18.27
270,shipping-service,843.5,378,18.32
273,shipping-service,823.3,399,18.22
276,shipping-service,853.1,359,18.2
279,shipping-service,895.2,355,18.31
282,shipping-service,810.5,322,18.4
285,shipping-service,777.4,337,18.21
288,shipping-service,794.0,326,18.27
291,shipping-service,801.7,424,18.21
294,shipping-service,880.3,400,18.3
297,shipping-service,849.4,353,18.31
300,shipping-service,876.8,391,18.27
303,shipping-service,885.7,332,18.2
306,shipping-service,821.3,341,18.37
309,shipping-service,862.5,314,18.22
312,shipping-service,854.9,334,18.34
315,shipping-service,841.9,332,18.22
318,shipping-service,776.8,339,18.27
321,shipping-service,830.6,368,18.23
324,shipping-service,824.5,353,18.21
327,shipping-service,824.4,376,18.3
330,shipping-service,891.7,358,18.28
333,shipping-service,792.6,326,18.25
336,shipping-service,828.4,347,18.23
339,shipping-service,823.4,351,18.24
342,shipping-service,883.8,325,18.3
345,shipping-service,893.9,349,18.23
348,shipping-service,894.2,330,18.29
351,shipping-service,849.3,388,18.24
354,shipping-service,854.0,379,18.29
357,shipping-service,817.8,341,18.32
360,shipping-service,815.1,355,18.26
0,analytics-ingest,72.2,1012,0.14
3,analytics-ingest,72.6,1004,0.22
6,analytics-ingest,70.2,1044,0.18
9,analytics-ingest,72.9,957,0.15
12,analytics-ingest,76.4,994,0.22
15,analytics-ingest,67.7,930,0.13
18,analytics-ingest,80.0,997,0.18
21,analytics-ingest,77.7,1036,0.15
24,analytics-ingest,68.6,986,0.1
27,analytics-ingest,74.7,965,0.19
30,analytics-ingest,75.9,985,0.21
33,analytics-ingest,87.8,911,0.3
36,analytics-ingest,70.6,936,0.13
39,analytics-ingest,78.3,1014,0.15
42,analytics-ingest,72.4,965,0.21
45,analytics-ingest,80.6,991,0.14
48,analytics-ingest,73.3,888,0.18
51,analytics-ingest,76.7,985,0.15
54,analytics-ingest,80.0,1019,0.2
57,analytics-ingest,77.3,1011,0.24
60,analytics-ingest,68.8,1002,0.06
63,analytics-ingest,73.1,1104,0.11
66,analytics-ingest,70.0,1000,0.22
69,analytics-ingest,78.1,976,0.26
72,analytics-ingest,74.7,1061,0.26
75,analytics-ingest,70.6,928,0.2
78,analytics-ingest,75.8,1005,0.19
81,analytics-ingest,74.5,1082,0.03
84,analytics-ingest,80.7,1016,0.17
87,analytics-ingest,70.6,1065,0.12
90,analytics-ingest,75.5,1061,0.09
93,analytics-ingest,76.4,1019,0.2
96,analytics-ingest,96.5,1056,0.16
99,analytics-ingest,44.0,968,0.26
102,analytics-ingest,48.8,978,0.32
105,analytics-ingest,62.5,904,0.39
108,analytics-ingest,90.1,950,0.3
111,analytics-ingest,122.9,967,0.6
114,analytics-ingest,109.2,942,0.71
117,analytics-ingest,245.2,990,0.72
120,analytics-ingest,116.2,1054,0.94
123,analytics-ingest,132.7,963,1.2
126,analytics-ingest,179.6,989,1.44
129,analytics-ingest,174.1,1004,1.6
132,analytics-ingest,236.7,949,1.78
135,analytics-ingest,235.1,921,2.01
138,analytics-ingest,275.3,997,2.19
141,analytics-ingest,246.5,1023,2.59
144,analytics-ingest,311.9,894,2.73
147,analytics-ingest,251.5,951,3.06
150,analytics-ingest,344.6,873,3.41
153,analytics-ingest,376.9,943,3.75
156,analytics-ingest,350.9,899,4.07
159,analytics-ingest,346.7,914,4.4
162,analytics-ingest,380.9,919,4.95
165,analytics-ingest,453.7,858,5.26
168,analytics-ingest,453.5,911,5.7
171,analytics-ingest,514.5,939,6.05
174,analytics-ingest,482.7,913,6.49
177,analytics-ingest,493.5,859,6.97
180,analytics-ingest,604.1,931,7.39
183,analytics-ingest,500.6,895,7.85
186,analytics-ingest,651.7,846,8.37
189,analytics-ingest,600.1,793,8.87
192,analytics-ingest,616.4,854,9.39
195,analytics-ingest,587.4,859,9.97
198,analytics-ingest,624.9,807,10.32
201,analytics-ingest,648.5,893,10.95
204,analytics-ingest,709.0,853,11.55
207,analytics-ingest,850.7,835,12.12
210,analytics-ingest,733.7,756,12.62
213,analytics-ingest,805.1,776,13.26
216,analytics-ingest,818.6,802,13.9
219,analytics-ingest,820.3,670,14.41
222,analytics-ingest,853.3,769,15.06
225,analytics-ingest,902.6,781,15.74
228,analytics-ingest,1000.2,759,16.44
231,analytics-ingest,918.4,750,17.06
234,analytics-ingest,937.3,719,17.76
237,analytics-ingest,927.7,759,18.13
240,analytics-ingest,991.6,769,18.22
243,analytics-ingest,949.3,762,18.22
246,analytics-ingest,994.0,743,18.17
249,analytics-ingest,984.9,783,18.2
252,analytics-ingest,979.1,810,18.22
255,analytics-ingest,1015.3,783,18.15
258,analytics-ingest,1016.9,687,18.17
261,analytics-ingest,1013.9,660,18.15
264,analytics-ingest,995.4,678,18.2
267,analytics-ingest,985.9,738,18.04
270,analytics-ingest,996.4,785,18.19
273,analytics-ingest,1026.0,720,18.23
276,analytics-ingest,1013.3,745,18.23
279,analytics-ingest,985.1,735,18.18
282,analytics-ingest,981.5,792,18.28
285,analytics-ingest,998.4,781,18.16
288,analytics-ingest,962.9,684,18.23
291,analytics-ingest,922.2,778,18.2
294,analytics-ingest,946.0,696,18.27
297,analytics-ingest,1013.7,759,18.11
300,analytics-ingest,1011.4,737,18.16
303,analytics-ingest,938.1,749,18.24
306,analytics-ingest,991.0,776,18.21
309,analytics-ingest,935.3,796,18.18
312,analytics-ingest,980.7,803,18.22
315,analytics-ingest,1001.6,705,18.16
318,analytics-ingest,996.9,700,18.19
321,analytics-ingest,971.2,779,18.08
324,analytics-ingest,1010.9,707,18.21
327,analytics-ingest,1070.9,758,18.2
330,analytics-ingest,952.8,883,18.19
333,analytics-ingest,1003.0,679,18.11
336,analytics-ingest,1043.4,778,18.16
339,analytics-ingest,958.6,747,18.12
342,analytics-ingest,970.1,738,18.17
345,analytics-ingest,1020.7,755,18.07
348,analytics-ingest,983.1,701,18.2
351,analytics-ingest,1017.5,682,18.14
354,analytics-ingest,997.3,702,18.19
357,analytics-ingest,1036.9,763,18.16
360,analytics-ingest,1078.0,863,18.17
0,cdn-edge,25.6,784,0.56
3,cdn-edge,25.0,807,0.67
6,cdn-edge,25.5,806,0.56
9,cdn-edge,25.4,765,0.6
12,cdn-edge,24.9,869,0.6
15,cdn-edge,24.0,804,0.65
18,cdn-edge,25.6,856,0.61
21,cdn-edge,24.9,786,0.67
24,cdn-edge,24.7,885,0.57
27,cdn-edge,26.7,795,0.51
30,cdn-edge,24.6,811,0.61
33,cdn-edge,25.5,767,0.54
36,cdn-edge,22.9,800,0.57
39,cdn-edge,24.1,880,0.6
42,cdn-edge,23.7,885,0.62
45,cdn-edge,25.3,816,0.68
48,cdn-edge,26.2,787,0.59
51,cdn-edge,23.8,869,0.53
54,cdn-edge,24.0,806,0.6
57,cdn-edge,23.4,832,0.47
60,cdn-edge,26.3,720,0.59
63,cdn-edge,25.4,811,0.63
66,cdn-edge,26.7,876,0.64
69,cdn-edge,25.5,816,0.59
72,cdn-edge,26.7,829,0.46
75,cdn-edge,22.5,906,0.54
78,cdn-edge,24.1,871,0.62
81,cdn-edge,25.8,838,0.47
84,cdn-edge,28.3,816,0.63
87,cdn-edge,25.2,809,0.57
90,cdn-edge,24.7,900,0.51
93,cdn-edge,25.6,907,0.55
96,cdn-edge,25.1,783,0.66
99,cdn-edge,23.3,858,0.48
102,cdn-edge,23.7,841,0.52
105,cdn-edge,24.6,776,0.58
108,cdn-edge,23.2,787,0.59
111,cdn-edge,22.1,858,0.54
114,cdn-edge,27.4,810,0.53
117,cdn-edge,25.2,873,0.46
120,cdn-edge,24.0,1217,0.53
123,cdn-edge,41.3,1098,0.56
126,cdn-edge,55.5,1183,0.5
129,cdn-edge,63.8,1156,0.55
132,cdn-edge,62.7,1124,0.53
135,cdn-edge,55.1,1182,0.6
138,cdn-edge,38.9,1181,0.56
141,cdn-edge,25.9,821,0.67
144,cdn-edge,25.3,833,0.66
147,cdn-edge,26.2,802,0.6
150,cdn-edge,23.1,821,0.59
153,cdn-edge,25.2,825,0.53
156,cdn-edge,25.6,855,0.54
159,cdn-edge,25.0,852,0.6
162,cdn-edge,25.5,851,0.61
165,cdn-edge,26.1,851,0.55
168,cdn-edge,25.5,804,0.55
171,cdn-edge,25.5,834,0.54
174,cdn-edge,25.8,800,0.6
177,cdn-edge,23.0,886,0.6
180,cdn-edge,25.7,832,0.51
183,cdn-edge,22.5,835,0.56
186,cdn-edge,25.5,875,0.6
189,cdn-edge,23.6,858,0.55
192,cdn-edge,25.6,856,0.55
195,cdn-edge,27.2,817,0.58
198,cdn-edge,26.9,839,0.54
201,cdn-edge,24.5,841,0.56
204,cdn-edge,24.2,871,0.57
207,cdn-edge,27.6,825,0.53
210,cdn-edge,24.6,870,0.55
213,cdn-edge,26.7,832,0.6
216,cdn-edge,23.9,833,0.58
219,cdn-edge,26.6,812,0.5
222,cdn-edge,23.3,803,0.61
225,cdn-edge,23.7,791,0.56
228,cdn-edge,25.0,828,0.51
231,cdn-edge,24.5,871,0.6
234,cdn-edge,25.6,800,0.56
237,cdn-edge,23.1,855,0.62
240,cdn-edge,24.7,816,0.54
243,cdn-edge,24.8,901,0.54
246,cdn-edge,25.3,869,0.57
249,cdn-edge,23.0,846,0.65
252,cdn-edge,25.2,830,0.58
255,cdn-edge,21.8,845,0.55
258,cdn-edge,23.6,883,0.53
261,cdn-edge,25.1,780,0.6
264,cdn-edge,22.9,841,0.58
267,cdn-edge,26.1,777,0.56
270,cdn-edge,23.8,861,0.49
273,cdn-edge,24.4,852,0.59
276,cdn-edge,22.7,878,0.58
279,cdn-edge,26.5,814,0.58
282,cdn-edge,25.3,813,0.69
285,cdn-edge,24.6,846,0.55
288,cdn-edge,24.2,825,0.54
291,cdn-edge,23.6,833,0.56
294,cdn-edge,28.2,824,0.55
297,cdn-edge,25.9,904,0.5
300,cdn-edge,26.8,787,0.55
303,cdn-edge,22.9,812,0.51
306,cdn-edge,24.1,817,0.57
309,cdn-edge,25.4,843,0.57
312,cdn-edge,26.9,838,0.64
315,cdn-edge,25.2,805,0.51
318,cdn-edge,20.8,814,0.52
321,cdn-edge,25.0,885,0.47
324,cdn-edge,26.0,768,0.49
327,cdn-edge,28.4,863,0.43
330,cdn-edge,27.0,822,0.65
333,cdn-edge,23.6,840,0.58
336,cdn-edge,21.9,837,0.62
339,cdn-edge,23.6,853,0.61
342,cdn-edge,25.0,879,0.61
345,cdn-edge,27.4,842,0.63
348,cdn-edge,24.8,860,0.6
351,cdn-edge,25.7,862,0.56
354,cdn-edge,24.5,757,0.59
357,cdn-edge,23.2,799,0.56
360,cdn-edge,26.0,855,0.6
0,cache-gateway,19.8,438,0.22
3,cache-gateway,21.8,467,0.24
6,cache-gateway,18.5,406,0.22
9,cache-gateway,18.9,438,0.28
12,cache-gateway,21.0,435,0.28
15,cache-gateway,19.6,465,0.35
18,cache-gateway,19.1,438,0.26
21,cache-gateway,19.7,419,0.21
24,cache-gateway,19.7,452,0.34
27,cache-gateway,21.1,435,0.34
30,cache-gateway,19.9,429,0.2
33,cache-gateway,21.4,453,0.22
36,cache-gateway,18.5,475,0.28
39,cache-gateway,18.7,425,0.3
42,cache-gateway,21.3,449,0.35
45,cache-gateway,20.9,441,0.33
48,cache-gateway,19.4,419,0.2
51,cache-gateway,20.9,416,0.28
54,cache-gateway,20.1,424,0.25
57,cache-gateway,21.2,467,0.25
60,cache-gateway,19.1,473,0.27
63,cache-gateway,19.3,424,0.31
66,cache-gateway,19.9,434,0.2
69,cache-gateway,19.1,456,0.29
72,cache-gateway,21.2,395,0.24
75,cache-gateway,20.4,446,0.37
78,cache-gateway,20.2,412,0.23
81,cache-gateway,18.4,461,0.26
84,cache-gateway,19.2,456,0.34
87,cache-gateway,19.6,420,0.28
90,cache-gateway,18.0,442,0.3
93,cache-gateway,20.2,447,0.27
96,cache-gateway,20.2,461,0.27
99,cache-gateway,21.9,450,0.26
102,cache-gateway,19.9,417,0.33
105,cache-gateway,23.3,426,0.28
108,cache-gateway,20.6,434,0.26
111,cache-gateway,20.8,400,0.22
114,cache-gateway,20.3,433,0.28
117,cache-gateway,20.7,457,0.22
120,cache-gateway,19.2,455,0.27
123,cache-gateway,20.2,458,0.18
126,cache-gateway,21.8,436,0.2
129,cache-gateway,21.5,470,0.34
132,cache-gateway,19.7,447,0.3
135,cache-gateway,18.4,487,0.22
138,cache-gateway,22.5,431,0.28
141,cache-gateway,19.7,462,0.36
144,cache-gateway,20.2,418,0.23
147,cache-gateway,20.8,383,0.19
150,cache-gateway,20.0,438,0.24
153,cache-gateway,19.5,394,0.25
156,cache-gateway,19.8,438,0.3
159,cache-gateway,17.7,465,0.16
162,cache-gateway,20.6,422,0.32
165,cache-gateway,20.7,427,0.25
168,cache-gateway,18.0,430,0.23
171,cache-gateway,18.9,407,0.27
174,cache-gateway,19.5,450,0.24
177,cache-gateway,18.2,414,0.27
180,cache-gateway,17.8,460,0.26
183,cache-gateway,19.8,434,0.3
186,cache-gateway,20.8,415,0.23
189,cache-gateway,22.4,386,0.22
192,cache-gateway,18.9,451,0.28
195,cache-gateway,20.4,413,0.28
198,cache-gateway,18.8,419,0.23
201,cache-gateway,19.1,410,0.28
204,cache-gateway,20.4,414,0.25
207,cache-gateway,20.5,435,0.34
210,cache-gateway,19.7,438,0.3
213,cache-gateway,18.8,408,0.2
216,cache-gateway,20.5,427,0.28
219,cache-gateway,20.1,436,0.3
222,cache-gateway,19.5,448,0.3
225,cache-gateway,18.3,426,0.35
228,cache-gateway,24.3,431,0.27
231,cache-gateway,18.0,434,0.26
234,cache-gateway,19.3,470,0.28
237,cache-gateway,18.8,408,0.31
240,cache-gateway,19.2,411,0.18
243,cache-gateway,19.8,444,0.31
246,cache-gateway,20.3,467,0.21
249,cache-gateway,20.2,440,0.19
252,cache-gateway,19.8,408,0.28
255,cache-gateway,19.0,446,0.35
258,cache-gateway,19.7,417,0.21
261,cache-gateway,27.1,584,0.31
264,cache-gateway,45.8,642,0.36
267,cache-gateway,52.0,614,0.23
270,cache-gateway,46.1,620,0.2
273,cache-gateway,34.2,586,0.26
276,cache-gateway,22.1,437,0.29
279,cache-gateway,19.7,450,0.26
282,cache-gateway,18.9,410,0.19
285,cache-gateway,18.5,446,0.26
288,cache-gateway,18.9,448,0.28
291,cache-gateway,20.5,410,0.25
294,cache-gateway,20.4,426,0.32
297,cache-gateway,20.9,464,0.28
300,cache-gateway,19.2,432,0.38
303,cache-gateway,21.3,428,0.3
306,cache-gateway,19.8,425,0.32
309,cache-gateway,20.5,452,0.36
312,cache-gateway,19.4,438,0.32
315,cache-gateway,21.0,423,0.27
318,cache-gateway,22.3,419,0.29
321,cache-gateway,20.6,401,0.3
324,cache-gateway,18.4,436,0.33
327,cache-gateway,19.4,399,0.27
330,cache-gateway,20.0,434,0.28
333,cache-gateway,20.3,400,0.32
336,cache-gateway,17.4,424,0.31
339,cache-gateway,19.1,400,0.23
342,cache-gateway,19.4,475,0.19
345,cache-gateway,20.5,427,0.23
348,cache-gateway,18.3,406,0.29
351,cache-gateway,20.8,460,0.22
354,cache-gateway,17.5,444,0.29
357,cache-gateway,21.4,391,0.34
360,cache-gateway,20.2,475,0.26
